store_id,promo,price,temp_c,dow,units
4,1,8.28,21.1,5,85.5
30,0,5.11,13.3,2,88.4
31,1,7.59,15.4,0,88.0
33,0,3.99,12.6,0,90.6
39,1,5.69,6.1,3,101.2
30,0,8.86,25.4,1,58.8
33,0,6.19,18.0,5,79.2
28,1,5.55,34.8,5,124.9
12,0,7.51,9.0,1,57.4
34,0,4.19,13.9,1,89.3
28,1,7.82,22.1,6,88.6
27,1,2.13,13.0,3,135.3
38,0,3.67,3.9,0,82.5
29,1,3.24,7.4,5,115.6
14,0,3.8,15.8,5,107.3
12,1,8.62,17.7,4,75.8
13,0,2.17,14.2,1,110.6
7,1,4.09,23.0,5,126.7
4,1,6.02,22.9,2,106.3
30,1,6.92,17.6,6,96.5
31,1,7.42,15.2,6,90.1
7,0,4.68,13.0,2,81.1
16,0,3.54,19.4,6,110.5
36,1,7.97,22.4,6,86.1
33,0,2.85,15.5,1,111.5
24,0,2.46,18.6,3,100.0
38,1,3.62,12.4,5,117.2
13,1,5.45,3.7,1,102.1
33,0,8.6,7.0,5,46.0
37,1,7.1,21.1,0,90.4
24,0,5.95,18.6,5,83.6
7,1,5.65,27.7,2,107.2
12,0,6.85,15.4,6,70.7
21,1,6.39,21.9,0,88.5
11,1,4.35,25.6,2,121.4
4,0,2.65,23.0,5,112.3
7,0,3.41,10.1,2,98.9
38,1,7.48,13.5,3,90.0
15,1,6.44,16.0,1,91.5
23,0,7.58,7.1,0,63.3
18,1,2.31,18.8,0,134.5
32,0,8.31,23.2,6,50.3
4,0,4.68,11.2,5,73.2
11,0,8.48,30.8,4,73.3
23,0,6.16,12.7,4,71.1
32,1,5.83,13.4,3,96.5
18,1,7.73,13.1,3,77.6
28,1,6.38,9.3,0,85.3
32,1,6.72,18.3,0,103.9
26,0,3.1,15.2,3,102.2
32,1,6.23,28.3,6,122.2
38,0,4.5,19.9,6,95.0
9,0,2.53,19.3,3,97.3
17,0,2.93,13.2,4,107.8
9,1,5.36,3.7,5,97.8
17,0,3.84,14.3,3,93.5
1,1,7.36,8.2,2,91.0
27,0,2.86,22.6,4,109.3
10,1,2.1,14.8,3,143.9
33,1,8.98,28.3,3,82.3
29,0,4.19,20.9,0,92.4
14,0,5.57,21.7,4,87.5
18,0,3.47,16.8,2,96.9
27,0,3.46,16.7,1,107.9
17,1,4.82,20.2,5,124.1
9,0,7.53,22.4,1,66.8
2,1,2.27,9.3,1,134.5
22,1,7.86,18.9,0,88.8
21,0,8.93,36.0,5,65.3
30,0,5.91,14.3,5,83.7
6,1,4.52,13.0,2,111.1
3,0,3.64,9.5,0,96.7
29,1,3.28,3.4,3,110.9
29,0,4.26,24.5,1,99.7
32,1,7.96,15.5,1,84.3
1,1,2.02,17.4,4,135.0
26,1,7.5,29.8,4,95.1
38,0,6.67,35.1,3,81.5
30,0,2.13,7.9,2,110.5
19,1,2.49,23.4,6,138.8
19,0,7.15,20.0,3,70.7
16,0,6.71,18.2,1,80.0
3,1,4.19,18.8,5,125.4
29,1,8.03,14.8,0,70.9
21,0,3.47,27.7,6,113.0
21,0,4.99,19.9,1,94.8
37,1,2.81,17.8,3,130.9
29,1,6.52,25.0,3,109.8
38,0,2.61,22.2,6,119.7
4,1,3.26,18.7,2,131.6
38,1,7.36,17.6,0,87.6
22,1,5.5,29.1,3,113.0
16,1,6.63,19.1,2,95.8
22,0,7.14,14.3,4,64.0
2,1,6.25,8.2,0,95.4
37,0,3.38,12.3,2,100.3
25,0,6.89,6.6,6,61.1
2,1,2.81,15.9,4,131.5
36,0,3.89,17.1,0,99.1
18,0,5.14,-1.4,0,60.4
5,1,2.8,15.2,3,126.0
25,0,2.74,20.2,3,105.4
3,0,6.57,16.4,1,69.6
22,1,7.19,7.4,6,84.0
30,1,4.59,25.2,0,120.1
3,0,4.73,9.5,6,80.5
31,1,3.45,5.2,0,120.5
24,0,5.65,6.4,4,73.2
13,0,6.06,14.9,6,67.6
9,0,8.54,22.9,6,60.4
1,1,2.28,24.3,6,139.1
8,0,8.36,16.7,1,64.2
12,1,8.93,5.5,5,64.9
35,0,4.42,9.8,2,83.6
21,1,7.08,7.8,2,84.6
8,1,7.77,13.6,3,81.0
29,0,6.56,0.8,3,58.1
18,0,4.02,15.9,3,103.9
33,1,6.36,20.2,0,102.2
30,0,8.14,13.8,5,61.8
37,1,2.75,18.7,2,140.7
28,1,5.36,7.5,3,94.3
5,1,2.16,3.4,5,140.4
22,1,7.91,9.9,0,82.0
17,0,7.45,24.3,4,74.5
32,1,2.32,23.2,4,136.4
7,0,7.22,11.4,5,68.5
19,0,6.84,24.6,1,77.3
33,0,2.88,12.4,1,99.4
25,1,5.68,27.1,6,129.5
2,0,6.83,18.9,3,73.7
32,1,4.35,11.4,1,111.5
15,0,5.53,21.4,5,88.9
27,0,8.83,8.8,2,48.7
26,1,6.45,7.5,1,96.6
26,1,5.51,3.4,0,99.0
17,0,2.46,17.1,4,117.7
16,0,2.85,14.6,2,113.5
4,1,7.96,14.4,4,73.6
22,1,7.2,11.7,4,83.2
12,1,7.85,26.5,4,86.1
16,0,6.05,11.6,1,72.5
7,1,6.03,9.2,2,103.9
30,1,5.71,25.0,0,114.8
36,0,7.15,26.4,2,67.0
15,1,4.31,17.7,4,116.6
17,1,5.48,1.1,6,103.1
19,1,5.29,10.2,5,102.8
3,1,6.63,19.9,0,97.5
30,0,3.51,15.1,0,100.7
35,1,2.18,27.4,6,138.4
20,1,2.62,4.1,2,128.2
3,1,3.25,20.4,2,132.6
14,1,8.0,10.0,0,80.5
7,1,7.02,25.6,0,93.0
33,0,7.25,14.4,0,58.2
32,1,5.11,23.2,2,111.6
15,0,2.72,9.8,2,103.6
15,1,5.26,3.7,3,98.5
33,1,8.04,6.1,2,74.4
4,1,5.56,10.1,3,111.1
31,0,6.42,6.8,6,75.4
38,1,4.62,24.6,5,119.6
18,1,3.05,25.7,0,132.8
30,1,6.39,17.2,0,108.5
28,1,5.39,6.7,4,97.4
35,1,4.42,14.1,2,122.7
2,1,3.81,9.5,5,129.1
28,0,6.87,26.6,0,72.9
16,1,4.23,17.5,2,117.3
34,1,6.03,18.9,6,106.5
34,0,3.82,11.8,3,88.1
12,0,7.27,-1.1,5,47.3
23,0,4.62,8.8,1,80.9
20,1,5.35,6.1,0,104.3
22,0,8.49,18.0,1,51.2
33,1,7.03,15.8,4,89.7
26,1,7.15,8.6,0,81.3
30,1,4.38,11.9,1,104.8
27,0,7.88,27.5,6,79.2
10,1,4.7,7.3,3,92.3
23,1,8.92,7.7,0,62.6
15,1,8.27,13.2,4,80.5
17,0,6.61,9.4,0,56.5
5,1,7.82,11.6,6,86.7
8,1,5.81,19.3,5,115.9
14,1,7.13,28.9,6,98.3
12,1,2.87,0.8,3,119.7
25,0,8.92,14.9,0,40.6
12,0,7.6,15.3,3,63.2
10,0,3.0,14.3,3,103.6
17,1,3.7,13.5,2,122.1
23,0,6.02,12.3,1,81.0
39,1,7.34,23.0,1,96.6
20,0,3.04,11.3,6,111.4
14,0,8.72,14.0,5,55.3
13,1,4.42,15.0,1,107.9
18,0,8.96,15.9,0,49.3
37,0,7.27,13.6,6,67.9
15,0,5.4,23.0,2,78.5
10,0,4.54,14.9,2,96.9
23,1,2.68,16.4,5,136.2
31,1,2.62,14.6,0,134.1
37,0,6.41,7.0,2,59.4
11,1,7.41,8.4,1,81.9
35,0,8.35,6.6,6,50.9
34,1,4.55,16.5,5,116.1
15,0,8.56,9.3,1,46.7
14,1,4.08,6.5,3,98.8
11,1,8.58,16.9,3,85.3
13,0,8.43,19.2,1,48.7
35,1,3.08,0.9,3,103.5
13,1,8.03,28.5,6,88.9
20,1,6.93,15.3,3,86.5
37,1,6.92,14.2,0,94.0
27,0,7.88,23.5,5,61.6
6,1,5.76,15.6,3,104.6
3,1,5.55,10.2,0,94.8
9,0,4.57,32.6,2,116.0
34,0,8.06,6.4,3,51.9
9,1,8.31,14.2,2,89.3
13,0,3.12,21.8,5,104.8
22,0,7.41,6.4,4,58.8
20,1,3.93,14.2,0,113.4
3,0,3.29,18.1,5,109.8
8,0,3.38,34.2,3,119.4
39,0,6.01,7.9,4,59.8
17,1,3.96,14.6,3,112.3
11,1,3.7,20.3,2,119.2
33,1,2.69,15.6,2,123.0
19,0,4.27,5.4,2,79.5
33,0,7.42,18.3,3,58.5
7,0,2.15,15.9,1,103.7
19,1,5.38,18.6,4,109.4
32,1,6.22,24.1,5,111.6
30,0,2.35,23.1,4,108.4
27,0,4.06,18.3,4,92.8
18,1,8.35,17.5,6,82.8
33,1,8.96,6.2,2,63.5
15,0,7.95,13.9,4,51.5
26,0,3.19,16.8,6,111.1
22,0,7.35,11.8,6,67.8
12,0,5.16,15.8,3,87.8
8,1,3.19,8.4,4,120.2
21,1,5.37,27.3,4,127.8
13,0,8.46,32.2,1,75.9
21,0,8.14,11.9,3,49.9
28,0,4.74,18.2,1,88.9
32,1,2.44,13.1,3,139.5
31,1,8.3,25.1,0,81.5
20,0,8.9,18.5,2,52.7
3,0,5.58,15.6,1,79.8
8,1,3.58,13.2,5,120.4
29,1,5.81,16.0,0,101.3
24,1,6.87,7.0,4,76.0
32,1,5.38,20.4,4,107.0
20,0,4.47,9.3,1,73.1
18,1,3.73,19.3,4,138.7
10,1,4.08,16.0,4,128.1
3,0,2.35,23.8,4,124.1
6,1,3.79,14.9,0,122.8
27,1,8.67,23.2,2,87.2
23,0,2.06,7.6,2,114.2
10,1,7.09,19.9,3,99.7
15,0,7.52,13.2,6,67.7
26,0,4.83,16.6,1,82.0
15,0,6.17,15.6,2,76.5
15,1,3.55,22.5,6,129.1
11,1,6.68,-1.2,2,73.5
25,0,6.95,17.6,0,61.2
35,0,7.14,3.0,5,60.2
11,1,5.44,24.7,2,119.4
12,0,8.79,-0.8,4,27.7
19,1,8.06,7.0,4,84.5
8,1,6.01,1.6,3,98.0
21,1,6.78,28.1,1,100.8
35,1,3.92,4.7,6,111.8
25,1,8.61,15.9,5,78.5
7,0,6.52,10.7,2,72.5
8,1,8.26,0.6,3,64.7
3,0,4.02,12.3,4,85.0
38,0,8.88,20.3,2,54.0
14,0,2.74,13.5,4,92.4
12,1,5.71,22.5,0,109.6
34,1,2.77,12.1,6,138.3
12,0,3.33,15.1,1,102.3
10,0,7.35,11.9,3,64.4
10,0,2.46,17.7,4,113.8
16,1,4.68,30.2,1,129.1
3,0,3.34,17.9,1,103.5
25,1,7.95,16.6,3,77.8
17,1,2.58,10.1,0,127.2
38,0,4.36,9.0,2,85.3
31,1,7.99,26.7,4,98.0
15,0,6.81,6.1,0,69.9
28,1,6.92,7.7,2,87.9
32,1,8.94,14.2,6,69.9
8,0,2.16,11.6,5,107.4
7,0,6.65,30.6,1,80.2
6,0,7.21,-3.9,4,56.7
2,0,7.24,17.9,4,67.5
13,0,7.0,20.7,5,72.7
31,1,2.51,6.0,1,121.4
30,1,2.59,9.8,6,136.5
15,0,7.41,18.5,3,66.1
20,1,6.28,28.0,5,110.4
30,0,3.84,7.6,5,93.2
37,1,2.07,2.4,2,137.4
11,1,5.73,22.8,0,107.8
26,1,2.63,27.2,3,151.9
24,0,7.24,12.3,2,68.5
25,1,4.39,-2.7,1,101.4
32,1,7.65,26.6,0,98.9
30,0,2.67,13.4,1,104.6
16,1,5.46,24.0,5,110.4
30,0,2.7,14.7,1,104.5
3,0,7.46,12.0,5,56.3
14,0,5.92,11.4,0,75.9
9,0,3.64,26.8,6,109.9
11,1,8.74,26.5,1,86.6
36,1,6.77,-2.1,5,87.0
18,1,4.35,7.5,1,91.0
3,1,7.99,29.2,1,94.3
20,0,4.66,12.1,4,74.6
3,0,8.6,4.1,0,42.6
6,0,4.08,15.0,1,88.0
15,0,8.89,14.1,4,47.5
18,0,2.44,14.2,0,116.4
10,1,7.14,11.2,1,75.9
25,1,4.04,12.5,2,117.8
20,0,4.97,11.4,4,81.4
6,1,6.45,17.7,1,86.5
33,0,2.32,8.5,3,108.6
6,1,3.56,12.7,4,121.5
15,1,2.73,13.8,2,127.1
7,0,7.18,25.4,1,67.8
37,0,3.55,18.0,1,120.0
12,0,5.49,14.1,3,76.8
34,0,4.3,19.3,0,83.8
38,1,3.65,18.2,1,119.3
9,1,8.55,23.7,0,80.5
2,1,5.55,19.1,3,105.2
1,0,6.55,29.4,5,83.8
8,1,6.93,25.8,6,96.5
16,1,7.75,14.7,4,86.4
7,0,3.84,11.7,2,90.0
38,1,2.55,22.1,0,130.3
19,1,5.27,19.1,3,105.3
34,0,3.19,14.2,1,98.7
1,0,2.14,3.2,3,107.3
6,0,8.44,0.3,4,43.0
18,1,6.39,17.8,0,96.5
7,1,4.9,21.2,0,115.5
7,0,2.96,21.4,0,110.3
1,0,7.33,4.7,6,69.4
11,0,5.73,23.3,5,83.5
30,0,3.22,10.7,1,100.8
31,1,8.88,18.1,2,79.5
20,1,8.66,18.3,4,71.7
8,0,8.49,8.6,4,47.4
18,0,7.79,10.3,2,55.2
25,1,5.72,-1.6,2,86.6
6,0,4.1,7.7,4,90.6
16,1,6.56,0.6,5,92.3
33,1,3.06,18.5,0,137.5
17,1,6.32,15.5,1,96.2
19,1,2.46,22.3,5,143.6
32,0,2.1,17.9,3,128.5
27,0,7.01,9.9,1,54.7
7,1,4.4,17.8,3,118.8
24,0,6.88,11.9,0,69.5
37,0,7.46,19.9,5,69.0
9,0,7.85,17.5,2,63.4
35,1,6.31,7.1,0,91.8
23,1,7.93,15.0,6,89.2
27,1,6.61,15.4,2,102.2
13,0,8.49,12.5,5,51.0
2,0,8.28,22.2,3,60.3
2,0,2.3,28.7,0,120.8
26,0,3.87,12.1,4,90.5
39,0,4.72,12.2,0,84.8
24,1,3.77,-3.0,0,100.0
14,1,3.24,14.0,6,132.9
31,0,8.11,11.5,3,62.4
37,0,2.18,-2.3,1,107.7
9,0,3.27,17.3,4,110.4
5,0,7.32,19.7,4,60.4
38,0,3.56,9.1,5,105.6
2,1,3.81,12.0,4,114.1
35,0,8.77,7.3,1,42.2
6,1,7.34,21.1,2,103.2
5,0,5.14,2.9,3,67.1
11,0,2.95,12.5,1,107.0
13,1,3.88,30.6,2,134.3
13,1,8.87,15.4,4,72.1
2,1,7.54,18.7,2,83.1
34,1,2.49,13.8,2,134.9
33,1,6.95,5.6,2,80.7
27,0,4.63,14.7,1,94.0
36,0,7.04,18.3,6,78.1
37,1,4.07,6.8,4,103.5
39,0,2.91,17.7,0,103.5
15,1,2.14,25.0,5,145.8
24,0,4.07,23.6,6,96.1
30,1,8.02,2.3,5,66.9
26,1,8.24,7.2,0,73.0
31,1,6.78,2.1,1,81.0
27,0,7.24,23.6,0,60.2
16,1,3.36,19.9,0,125.8
23,1,4.48,20.6,1,122.0
8,0,8.29,8.0,6,43.4
38,1,8.9,5.7,2,59.5
35,0,5.1,15.6,3,93.6
24,0,7.43,15.8,6,73.0
30,1,8.53,8.2,6,63.8
14,0,8.98,16.1,5,42.5
15,1,4.07,20.2,0,124.8
21,1,6.58,16.8,6,91.8
11,1,4.73,6.7,3,103.9
1,0,5.26,-1.9,2,65.8
16,0,5.23,12.9,4,84.0
29,1,3.95,16.3,0,105.3
11,0,2.13,12.9,4,96.9
28,0,7.37,11.6,4,51.9
24,0,6.87,9.5,0,68.4
17,0,7.88,20.7,6,63.8
