event_id,user_id,amount,channel
5954,2296,42.3,web
5955,758,48.95,app
5956,512,54.83,web
5957,1654,133.57,app
5958,3246,106.31,app
5959,3577,214.09,app
5960,2805,24.78,web
5961,904,115.48,app
5962,577,129.19,web
5963,881,50.5,pos
5964,2618,43.79,pos
5965,3010,15.16,web
5966,917,291.33,web
5967,504,139.41,web
5968,2062,29.02,web
5969,2427,78.18,app
5970,1834,99.96,app
5971,3357,23.6,app
5972,727,143.82,web
5973,3125,24.04,web
5974,1623,92.06,pos
5975,1372,88.73,pos
5976,1196,6.5,app
5977,1724,14.42,web
5978,2963,259.45,web
5979,3666,69.08,pos
5980,213,254.15,web
5981,2671,42.24,web
5982,1273,292.79,web
5983,2104,11.4,app
5984,112,83.07,web
5985,408,197.69,web
5986,2547,56.24,web
5987,352,50.89,pos
5988,3672,75.07,app
5989,2675,174.18,app
5990,2143,151.93,app
5991,3544,74.86,app
5992,3708,100.48,web
5993,2767,43.28,web
5994,2423,102.48,web
5995,1256,135.08,pos
5996,3301,59.89,web
5997,427,148.15,web
5998,2018,191.67,app
5999,2462,129.23,app
6000,3453,118.24,app
6001,1708,96.89,app
6002,400,187.7,pos
6003,549,87.27,pos
6004,1940,110.73,web
6005,2009,43.17,web
6006,1153,128.56,app
6007,306,112.37,app
6008,1041,73.77,app
6009,2820,43.37,web
6010,2313,204.94,pos
6011,761,125.71,web
6012,475,200.32,web
6013,3775,58.65,pos
6014,3636,202.67,app
6015,2194,35.11,web
6016,1298,39.09,web
6017,2706,256.19,web
6018,296,124.67,app
6019,1221,36.03,app
6020,933,308.99,web
6021,1431,67.26,web
6022,1450,39.79,web
6023,3987,48.38,pos
6024,1613,98.84,web
6025,2301,94.72,app
6026,50,138.48,app
6027,196,52.35,app
6028,752,278.86,web
6029,1628,89.48,app
6030,2137,123.23,app
6031,3598,46.6,pos
6032,1074,163.82,pos
6033,2477,17.74,app
6034,1425,73.89,pos
6035,2002,152.83,app
6036,2700,98.91,app
6037,3468,150.18,web
6038,2984,180.54,web
6039,958,69.67,web
6040,2152,136.66,web
6041,1428,96.61,pos
6042,1679,176.62,app
6043,3124,72.13,web
6044,1701,56.56,pos
6045,1806,46.35,web
6046,1187,49.43,web
6047,1662,242.86,pos
6048,3962,41.98,web
6049,1389,83.47,app
6050,511,27.1,web
6051,8,71.1,pos
6052,3200,30.83,web
6053,525,31.26,web
6054,1194,53.61,pos
6055,276,66.79,pos
6056,3448,106.82,app
6057,333,32.58,web
6058,3741,40.3,pos
6059,2522,35.17,web
6060,2496,105.78,web
6061,1611,42.91,web
6062,3343,27.08,web
6063,584,121.67,web
6064,3446,41.77,app
6065,3953,30.73,web
6066,1289,80.32,web
6067,2529,77.17,web
6068,369,45.8,pos
6069,726,81.99,app
6070,3842,24.7,web
6071,2073,29.0,pos
6072,2952,11.24,web
6073,2158,53.08,web
6074,3491,33.89,pos
6075,1224,108.0,app
6076,33,64.13,app
6077,2841,121.45,app
6078,3099,103.68,pos
6079,3301,25.69,pos
6080,3099,66.44,pos
6081,262,63.84,web
6082,2968,219.57,app
6083,2697,107.0,web
6084,3980,36.22,web
6085,1530,177.61,app
6086,3706,12.23,pos
6087,2031,39.18,web
6088,3558,99.14,web
6089,1851,27.42,web
6090,1456,90.16,app
6091,2903,15.15,app
6092,700,73.01,web
6093,2241,96.44,web
6094,1785,162.78,web
6095,3001,293.4,web
6096,58,32.53,app
6097,3360,78.51,pos
6098,2439,255.61,web
6099,2915,54.54,app
6100,1318,81.39,app
6101,910,32.08,app
6102,22,63.28,app
6103,3699,74.45,app
6104,3768,18.67,pos
6105,404,126.31,app
6106,1686,70.42,app
6107,3622,102.11,web
6108,3445,69.74,app
6109,2229,13.68,web
6110,2201,60.57,app
6111,372,136.36,app
6112,1528,47.82,pos
6113,687,34.72,web
6114,866,53.31,web
6115,884,112.21,app
6116,2873,55.54,web
6117,653,87.9,app
6118,789,86.72,web
6119,1104,68.9,app
6120,3741,197.93,web
6121,1985,40.27,app
6122,3334,29.27,web
6123,2242,90.86,app
6124,2191,50.23,web
6125,933,19.8,web
6126,2918,37.02,app
6127,3789,101.64,web
6128,925,33.66,web
6129,468,152.11,web
6130,1971,122.69,app
6131,3698,47.86,web
6132,2976,154.54,app
6133,3774,65.74,app
6134,1060,93.03,web
6135,2252,38.32,pos
6136,1579,44.16,web
6137,2644,148.73,app
6138,3781,36.06,web
6139,3015,113.61,web
6140,1753,46.47,app
6141,464,199.81,app
6142,476,64.11,web
6143,1618,66.38,app
6144,1361,146.29,app
6145,3574,63.79,app
6146,873,99.05,pos
6147,326,113.73,pos
6148,7,80.95,web
6149,3491,60.97,pos
6150,3846,230.42,pos
6151,907,86.64,pos
6152,1648,32.44,web
6153,1094,64.13,web
6154,1814,225.91,web
6155,103,17.11,web
6156,150,58.02,web
6157,1475,67.06,pos
6158,1446,12.6,app
6159,77,82.92,web
6160,371,47.74,web
6161,3088,162.84,app
6162,242,143.28,web
6163,503,52.49,web
6164,2234,134.41,web
6165,3267,43.61,web
6166,3602,30.12,web
6167,1709,18.45,web
6168,1011,118.48,web
6169,2909,132.35,web
6170,2123,30.64,app
6171,674,65.52,app
6172,1696,109.7,web
6173,1959,35.29,app
6174,2525,183.97,web
6175,1088,49.25,app
6176,3679,124.58,app
6177,3088,102.07,web
6178,618,44.71,web
6179,1076,176.51,app
6180,2408,175.17,app
6181,3258,55.38,pos
6182,3501,36.0,web
6183,2200,165.62,app
6184,2369,123.65,web
6185,1275,115.73,web
6186,1311,119.34,app
6187,1138,87.15,web
6188,264,102.19,pos
6189,2510,116.69,app
6190,2159,69.82,web
6191,1577,21.33,app
6192,2069,52.55,app
6193,2374,55.73,app
6194,1569,93.08,app
6195,1990,138.53,web
6196,1364,105.47,web
6197,3793,240.61,web
6198,321,130.09,web
6199,1055,71.91,web
6200,1399,51.77,app
6201,3381,76.2,web
6202,2242,51.56,web
6203,261,98.04,pos
6204,3823,46.01,web
6205,1381,7.95,pos
6206,3354,109.91,app
6207,1050,163.72,web
6208,1339,58.62,web
6209,3497,49.08,pos
6210,3403,120.43,app
6211,79,67.78,web
6212,1716,97.13,web
6213,1711,168.73,pos
6214,1238,82.36,app
6215,2171,192.82,pos
6216,1898,110.56,app
6217,1994,20.78,web
6218,1363,41.1,app
6219,1326,57.48,app
6220,1217,66.61,web
6221,3378,50.39,web
6222,3254,87.41,web
6223,1602,207.04,web
6224,2298,38.73,app
6225,2199,64.42,app
6226,3893,95.26,web
6227,23,30.98,web
6228,2630,98.59,web
6229,2054,139.29,app
6230,3884,206.63,app
6231,2700,90.14,web
6232,2111,17.4,web
6233,1159,71.17,web
6234,2280,59.05,web
6235,3518,7.22,app
6236,3960,197.12,app
6237,681,92.17,app
6238,3474,143.57,web
6239,206,82.64,web
6240,1195,93.52,app
6241,3701,102.7,web
6242,1520,153.56,pos
6243,3758,90.17,web
6244,3069,107.2,pos
6245,1767,171.96,web
6246,2133,178.31,app
6247,2829,246.31,app
6248,159,105.38,web
6249,675,116.71,app
6250,3930,31.26,web
6251,1518,108.28,pos
6252,2058,134.99,web
6253,2266,35.97,pos
6254,886,60.37,app
6255,1562,100.42,pos
6256,2768,10.21,app
6257,198,87.37,pos
6258,3243,113.47,pos
6259,2773,170.52,app
6260,1385,43.06,app
6261,261,45.49,web
6262,2842,32.79,web
6263,3228,68.48,app
6264,1062,154.84,app
6265,2844,134.15,web
6266,3197,100.4,web
6267,2716,77.06,web
6268,1881,80.57,pos
6269,1277,87.43,app
6270,1213,20.3,pos
6271,3856,98.75,web
6272,54,6.63,web
6273,3986,87.29,app
6274,1361,132.25,web
6275,2424,9.34,pos
6276,311,62.08,pos
6277,263,101.84,web
6278,1527,116.27,pos
6279,1512,63.61,web
6280,2291,21.74,app
6281,2491,128.63,app
6282,2803,38.11,app
6283,2126,153.77,web
6284,1560,93.84,pos
6285,2499,5.28,web
6286,2396,150.56,web
6287,2499,58.95,web
6288,1963,18.83,pos
6289,1500,89.78,web
6290,3065,24.58,web
6291,1073,137.41,app
6292,2351,53.27,app
6293,2273,72.19,web
6294,1751,86.23,app
6295,1915,147.74,app
6296,2554,82.1,web
6297,1894,28.18,web
6298,1164,125.08,app
6299,803,55.26,app
6300,3635,14.98,app
6301,3499,120.04,app
6302,3613,111.27,pos
6303,458,213.43,app
6304,934,45.39,app
6305,977,68.38,web
6306,2824,87.97,web
6307,3460,115.18,app
6308,524,171.32,web
6309,2735,88.95,web
6310,2546,34.56,web
6311,2163,114.72,app
6312,3987,17.38,app
6313,753,180.53,web
6314,2668,168.72,web
6315,655,15.14,web
6316,2104,65.48,app
6317,1698,43.44,pos
6318,1379,243.57,web
6319,2515,23.36,web
6320,3964,118.02,app
6321,2666,239.56,web
6322,1511,164.07,app
6323,3602,102.41,web
6324,1533,22.72,web
6325,2564,45.82,web
6326,1996,37.35,web
6327,721,50.1,pos
6328,3039,65.65,web
6329,3860,144.05,app
6330,429,47.54,app
6331,3948,121.7,web
6332,1076,86.51,web
6333,2129,144.66,pos
6334,2312,23.8,web
6335,1294,28.94,pos
6336,751,99.77,web
6337,3278,89.76,web
6338,2111,84.96,web
6339,163,98.04,pos
6340,2588,40.76,web
6341,1941,113.37,web
6342,955,32.47,web
6343,3711,171.5,app
6344,1096,71.24,app
6345,2106,86.87,app
6346,2597,85.73,web
6347,1649,54.05,web
6348,1725,256.96,web
6349,34,173.06,web
6350,1498,66.56,app
6351,3555,180.3,web
6352,3715,112.75,web
6353,2628,158.93,web
6354,2498,170.22,app
6355,3904,63.98,app
6356,886,69.92,app
6357,2547,141.07,web
6358,877,41.71,web
6359,2041,42.28,web
6360,2371,271.69,app
6361,45,99.43,pos
6362,2287,53.42,web
6363,2991,88.0,app
6364,701,99.79,web
6365,3511,40.86,app
6366,412,48.8,web
6367,3678,27.01,pos
6368,1169,92.04,app
6369,1250,48.83,app
6370,3637,62.1,app
6371,1262,159.63,web
6372,3167,72.23,app
6373,2199,54.68,web
6374,3598,141.75,pos
6375,956,98.98,web
6376,2651,45.67,web
6377,1134,48.91,pos
6378,3241,85.23,web
6379,1862,56.27,web
6380,3910,51.08,pos
6381,3251,241.06,web
6382,3161,103.61,web
6383,919,134.09,web
6384,1032,27.0,app
6385,152,105.31,app
6386,234,34.55,app
6387,160,34.76,pos
6388,3162,15.05,web
6389,3092,151.03,web
6390,3792,103.17,app
6391,121,113.0,web
6392,1280,40.2,app
6393,3773,85.34,web
6394,2555,20.99,app
6395,149,70.72,web
6396,884,283.34,app
6397,2571,43.1,app
6398,2544,30.75,web
6399,3166,91.58,pos
6400,286,154.15,web
6401,589,49.37,web
6402,518,44.13,app
6403,1217,159.23,app
6404,3315,38.08,pos
6405,3589,103.87,pos
6406,2462,26.29,web
6407,3201,84.18,app
6408,2877,31.25,web
6409,2428,83.0,pos
6410,1481,111.92,web
6411,409,159.77,app
6412,3465,26.17,app
6413,3638,49.1,pos
6414,1186,46.26,app
6415,104,88.7,web
6416,549,49.32,app
6417,1574,36.96,app
6418,658,136.37,pos
6419,174,62.53,app
6420,562,102.82,pos
6421,57,149.12,app
6422,2794,429.99,app
6423,1248,159.12,web
6424,3972,92.9,web
6425,3035,56.6,pos
6426,2113,45.69,web
6427,792,21.06,app
6428,1071,32.11,web
6429,3647,30.5,app
6430,95,103.64,web
6431,192,80.71,web
6432,3136,98.84,web
6433,2993,80.37,web
6434,720,107.76,web
6435,3304,110.53,web
6436,2801,164.86,web
6437,2151,109.99,app
6438,1093,19.13,app
6439,1887,133.12,app
6440,3104,102.22,web
6441,1903,85.19,web
6442,2502,70.43,web
6443,2227,149.25,pos
6444,1760,208.42,web
6445,2893,323.71,web
6446,1056,143.17,web
6447,1343,62.97,web
6448,2355,89.12,web
6449,3736,9.27,web
6450,2776,158.52,web
6451,354,43.35,web
6452,143,53.53,pos
6453,2608,106.93,web
6454,1225,43.6,web
6455,169,17.74,app
6456,3028,108.89,pos
6457,1368,79.06,app
6458,1071,74.84,web
6459,2119,36.69,web
6460,2908,127.67,web
6461,490,29.85,pos
6462,1627,74.09,web
6463,3022,86.53,app
6464,2739,90.19,pos
6465,455,50.34,web
6466,3692,62.71,pos
6467,744,141.15,app
6468,668,41.19,web
6469,183,115.38,web
6470,3696,47.95,web
6471,824,177.21,web
6472,3559,65.51,pos
6473,2386,74.04,app
6474,2038,50.06,app
6475,3644,220.3,web
6476,182,157.89,pos
6477,3412,14.87,app
6478,3233,43.02,app
6479,3740,115.48,web
6480,2363,33.6,app
6481,3947,118.59,pos
6482,1254,58.54,web
6483,3,39.81,app
6484,170,150.18,app
6485,3233,49.21,pos
6486,1547,18.74,app
6487,234,128.85,app
6488,295,401.99,web
6489,3163,52.43,web
6490,1792,67.42,web
6491,1034,19.02,web
6492,260,71.05,web
6493,3803,158.39,web
6494,2653,84.16,web
6495,3142,47.04,web
6496,2493,40.45,app
6497,2867,157.27,app
6498,927,214.53,app
6499,1503,29.01,app
6500,2520,81.87,web
6501,2383,99.87,app
6502,700,323.9,web
6503,617,32.58,pos
6504,511,121.84,pos
6505,3402,52.33,web
6506,1436,182.27,web
6507,3227,70.63,app
6508,724,68.7,app
6509,919,145.94,web
6510,1863,237.78,web
6511,3660,62.48,app
6512,2268,52.15,app
6513,1705,33.97,web
6514,1853,35.0,app
6515,539,86.66,app
6516,2155,49.42,web
6517,2994,58.92,app
6518,3391,69.94,pos
6519,3467,93.27,app
6520,3955,121.15,web
6521,240,96.61,web
6522,294,206.46,app
6523,190,27.81,app
6524,2450,134.44,app
6525,153,110.24,app
6526,86,90.46,web
6527,3047,117.49,app
6528,2085,181.18,web
6529,2919,306.21,web
6530,1607,159.32,app
6531,3342,72.88,app
6532,35,39.13,web
6533,2069,69.15,app
6534,3735,186.25,app
6535,966,47.58,web
6536,1567,112.96,web
6537,107,20.14,web
6538,2035,49.07,app
6539,3370,100.07,pos
6540,3055,51.8,app
6541,1698,70.15,app
6542,2360,84.09,app
6543,2139,48.63,app
6544,3447,51.32,pos
6545,328,82.18,web
6546,258,65.29,pos
6547,3693,67.11,web
6548,114,34.65,web
6549,342,53.06,web
6550,737,65.84,web
6551,1190,66.57,app
6552,2510,100.33,app
6553,1468,33.87,web
6554,2479,5.76,app
6555,629,63.96,web
6556,732,82.4,web
6557,2717,73.76,web
6558,222,33.14,app
6559,3980,29.39,pos
6560,2148,28.58,web
6561,2607,77.39,web
6562,3610,54.82,web
6563,1628,55.89,web
6564,740,66.89,web
6565,2564,126.61,web
6566,1713,60.92,web
6567,1224,62.96,web
6568,3343,170.42,app
6569,2136,54.57,pos
6570,3263,120.44,app
6571,779,30.15,app
6572,2469,110.44,app
6573,1568,391.94,web
6574,2988,88.83,app
6575,921,232.18,pos
6576,1729,19.45,web
6577,799,128.49,app
6578,2998,47.44,pos
6579,273,24.56,web
6580,520,110.5,app
6581,2224,38.37,pos
6582,461,92.1,web
6583,3916,51.78,app
6584,2222,56.15,app
6585,431,75.37,app
6586,3237,184.74,app
6587,717,197.18,app
6588,3637,25.15,web
6589,2951,52.29,app
6590,1841,330.47,pos
6591,3525,44.57,web
6592,2176,183.11,pos
6593,565,121.0,pos
6594,3963,275.84,web
6595,1845,81.84,web
6596,3608,166.04,web
6597,3036,164.66,web
6598,1991,22.37,app
6599,248,8.38,web
6600,1247,63.36,web
6601,885,50.38,app
6602,1056,53.48,pos
6603,3165,133.96,app
6604,1382,60.77,pos
6605,2733,47.35,web
6606,217,56.38,app
6607,3936,34.48,web
6608,564,87.58,app
6609,1658,183.36,app
6610,2024,118.01,app
6611,121,116.74,app
6612,1742,105.67,web
6613,1586,113.08,web
6614,1184,77.49,app
6615,1287,110.04,pos
6616,1938,63.96,web
6617,74,74.16,web
6618,1256,99.22,pos
6619,661,87.57,web
6620,3890,62.54,web
6621,223,264.7,web
6622,436,34.81,web
6623,3873,61.81,pos
6624,1115,49.4,app
6625,1563,14.93,web
6626,3375,107.67,web
6627,3179,10.29,app
6628,1649,58.27,app
6629,718,12.0,pos
6630,982,42.74,web
6631,480,308.33,app
6632,3305,37.59,app
6633,3553,111.93,app
6634,3563,99.19,web
6635,2270,56.78,app
6636,473,100.89,app
6637,1370,203.18,app
6638,3723,71.08,app
6639,3741,30.51,web
6640,1516,234.05,app
6641,203,46.86,web
6642,3282,40.31,web
6643,1651,124.95,web
6644,3341,17.57,app
6645,1720,124.67,web
6646,1221,45.04,app
6647,3866,6.06,web
6648,1981,74.7,web
6649,914,52.06,app
6650,1392,81.99,pos
6651,1655,195.73,app
6652,1958,57.01,web
6653,3163,136.37,pos
6654,1044,20.96,web
6655,1204,110.28,web
6656,1179,30.88,web
6657,2642,60.67,pos
6658,246,76.87,app
6659,1040,27.64,pos
6660,472,12.97,web
6661,2092,30.38,pos
6662,3212,80.01,web
6663,1403,39.71,web
6664,1787,228.28,web
6665,1947,62.93,app
6666,1085,59.55,app
6667,1163,29.42,app
6668,322,54.8,web
6669,3118,77.23,web
6670,2198,230.71,app
6671,855,15.82,app
6672,2754,57.68,app
6673,1884,98.04,web
6674,1119,74.86,pos
6675,3913,77.44,app
6676,1464,38.48,web
6677,1640,22.4,app
6678,2385,21.38,web
6679,956,63.45,web
6680,2574,132.16,app
6681,3497,42.67,app
6682,578,92.08,pos
6683,3229,62.3,web
6684,1835,70.29,web
6685,3739,54.25,app
6686,2098,104.44,web
6687,2222,54.91,web
6688,1623,82.35,web
6689,2999,30.5,app
6690,2898,80.02,web
6691,795,89.06,app
6692,2477,191.29,web
6693,2478,119.27,app
6694,2145,135.55,pos
6695,1936,179.8,web
6696,2245,20.47,app
6697,132,34.75,web
6698,3618,74.43,pos
6699,1237,78.57,web
6700,990,109.03,web
6701,839,59.06,app
6702,3313,78.99,app
6703,2019,73.03,pos
6704,1821,33.4,app
6705,2017,48.91,web
6706,1320,115.87,web
6707,1542,260.64,pos
6708,2977,85.57,web
6709,3699,15.94,app
6710,3404,162.76,app
6711,280,78.41,pos
6712,2385,107.79,app
6713,1381,232.11,pos
6714,3712,53.17,web
6715,1967,47.73,web
6716,995,103.81,app
6717,2770,47.98,web
6718,263,134.77,web
6719,2832,67.63,web
6720,2322,89.09,app
6721,3737,40.61,pos
6722,1834,263.43,app
6723,3646,90.24,app
6724,283,53.58,web
6725,1873,91.44,app
6726,3354,133.29,web
6727,3313,107.66,pos
6728,3498,29.78,app
6729,893,76.69,app
6730,1957,72.8,pos
6731,248,81.06,app
6732,1277,17.96,pos
6733,2751,72.41,web
6734,281,22.63,pos
6735,2767,131.05,web
6736,3457,31.84,app
6737,3230,51.04,web
6738,3795,11.14,web
6739,2676,118.97,pos
6740,2725,90.32,app
6741,281,18.65,web
6742,1598,50.01,web
6743,3403,35.12,web
6744,741,47.27,app
6745,978,110.8,app
6746,1591,22.15,web
6747,3117,175.32,pos
6748,589,128.04,web
6749,3186,10.04,pos
6750,3737,45.3,web
6751,807,85.45,pos
6752,272,42.57,app
6753,629,104.14,app
6754,122,68.41,pos
6755,2779,64.43,pos
6756,90,183.82,app
6757,1779,28.16,web
6758,2264,99.61,app
6759,3976,119.58,app
6760,1930,172.22,web
6761,842,60.59,app
6762,1437,137.78,pos
6763,3013,29.74,pos
6764,1254,82.41,app
6765,3741,27.91,web
6766,858,122.42,web
6767,1475,23.72,web
6768,2002,222.72,web
6769,518,135.43,web
6770,209,114.94,app
6771,810,61.13,app
6772,3705,48.36,web
6773,976,42.35,web
6774,3564,125.2,web
6775,299,38.26,app
6776,1459,80.61,app
6777,939,26.55,web
6778,2996,115.29,app
6779,948,54.67,web
6780,1227,64.9,web
6781,1330,71.56,pos
6782,698,76.08,web
6783,1643,116.73,web
6784,365,160.03,pos
6785,2233,25.47,app
6786,2099,118.91,web
6787,1843,129.38,pos
6788,292,91.33,pos
6789,2818,196.45,web
6790,3320,82.41,web
6791,1634,117.6,web
6792,3133,91.73,app
6793,1433,67.62,web
6794,3806,48.36,web
6795,2813,173.4,web
6796,3774,60.25,web
6797,2320,157.81,app
6798,1648,24.45,pos
6799,3970,104.86,app
6800,3230,28.18,web
6801,1015,103.17,app
6802,2562,126.35,app
6803,3114,72.81,web
6804,808,171.01,web
6805,263,45.3,app
6806,2086,51.59,app
6807,2979,18.04,web
6808,1044,25.93,web
6809,2529,51.15,app
6810,566,20.44,app
6811,1646,89.81,app
6812,3036,144.78,web
6813,281,41.15,app
6814,2524,52.79,web
6815,1649,39.25,web
6816,1388,20.9,web
6817,982,158.72,web
6818,2439,22.71,web
6819,2900,97.79,app
6820,870,119.76,app
6821,2846,21.84,app
6822,2129,173.01,web
6823,3131,159.2,pos
6824,1388,1.4,web
6825,3505,97.76,web
6826,364,186.56,web
6827,891,205.9,app
6828,3391,81.65,app
6829,3848,89.62,app
6830,3759,30.09,app
6831,3446,78.64,web
6832,1495,38.64,pos
6833,2780,108.86,pos
6834,1122,138.08,app
6835,3582,128.65,app
6836,352,36.25,app
6837,667,39.51,app
6838,1962,92.08,web
6839,3468,117.13,pos
6840,2995,68.53,web
6841,344,58.44,app
6842,1053,49.08,app
6843,1971,38.96,pos
6844,3889,16.28,pos
6845,77,123.53,app
6846,2507,67.29,app
6847,1668,24.12,web
6848,3718,107.81,app
6849,594,208.34,app
6850,3684,119.75,web
6851,2961,139.76,web
6852,2641,82.49,web
6853,1667,58.96,app
6854,918,15.55,web
6855,1830,105.53,web
6856,2575,12.98,app
6857,2778,20.56,app
6858,1350,167.11,pos
6859,861,81.74,web
6860,2023,74.58,pos
6861,3075,85.68,app
6862,1567,85.49,web
6863,13,98.5,web
6864,64,31.89,web
6865,628,35.22,app
6866,1578,25.41,pos
6867,2279,56.09,app
6868,281,43.28,web
6869,1239,37.3,web
6870,3713,171.49,web
6871,1675,26.55,web
6872,1086,72.38,web
6873,1239,9.28,app
6874,113,60.6,web
6875,1340,168.11,web
6876,1680,185.96,app
6877,166,23.59,web
6878,2893,70.11,app
6879,76,124.16,web
6880,3811,108.57,app
6881,1570,110.55,app
6882,1627,119.03,pos
6883,923,45.98,app
6884,1466,61.97,app
6885,870,64.05,web
6886,335,77.22,app
6887,326,44.3,app
6888,3969,134.62,web
6889,384,220.28,web
6890,164,125.32,app
6891,2825,47.99,app
6892,149,47.36,web
6893,3100,123.35,app
6894,60,39.48,app
6895,3063,200.94,web
6896,2738,243.54,web
6897,3537,226.45,app
6898,1071,205.41,web
6899,3245,32.13,app
6900,3394,60.76,web
6901,3142,95.45,pos
6902,3010,285.02,app
6903,3150,127.2,app
6904,3180,119.2,app
6905,1385,18.81,pos
6906,661,18.72,web
6907,1329,72.24,web
6908,2731,136.49,app
6909,1458,63.84,pos
6910,3869,80.24,pos
6911,3120,8.03,web
6912,3353,168.7,pos
6913,1641,124.83,web
6914,813,193.85,web
6915,3911,56.13,web
6916,234,6.27,web
6917,3279,52.17,pos
6918,2003,87.59,app
6919,2633,105.43,app
6920,859,25.44,web
6921,24,41.91,app
6922,75,24.34,web
6923,1859,15.84,web
6924,686,13.63,web
6925,2586,139.17,app
6926,1508,75.94,web
6927,293,611.5,web
6928,2673,7.04,pos
6929,3875,84.46,app
6930,658,18.47,web
6931,2907,316.87,pos
6932,871,24.95,web
6933,3806,124.01,app
6934,747,84.84,web
6935,377,79.3,web
6936,3184,96.22,web
6937,120,52.7,pos
6938,829,172.88,app
6939,998,205.25,app
6940,463,87.73,app
6941,1219,22.8,app
6942,3376,63.72,web
6943,3462,94.21,pos
6944,2818,100.14,pos
6945,2014,111.18,web
6946,552,130.63,web
6947,306,22.58,app
6948,1179,125.32,web
6949,2232,77.33,app
6950,3777,175.19,web
6951,106,100.08,web
6952,806,50.7,web
6953,2671,188.34,app
6954,3227,83.9,web
6955,58,64.11,web
6956,1975,63.32,web
6957,3666,10.18,web
6958,3117,131.96,app
6959,3945,53.25,web
6960,1260,91.67,app
6961,3463,65.99,web
6962,1592,103.24,web
6963,464,192.57,web
6964,501,73.82,web
6965,2784,38.41,web
6966,2754,148.91,web
6967,2598,146.22,web
6968,3840,23.38,web
6969,269,28.87,web
6970,1438,217.47,app
6971,745,59.2,web
6972,1526,39.14,pos
6973,3581,75.98,app
6974,2968,48.99,web
6975,1346,24.73,app
6976,2678,148.89,app
6977,2987,113.73,web
6978,3080,45.55,web
6979,3683,105.58,app
6980,628,54.56,web
6981,2122,120.43,web
6982,3321,41.24,app
6983,2211,74.72,app
6984,3651,75.31,web
6985,3392,72.89,web
6986,2715,66.71,app
6987,3926,87.21,web
6988,144,108.99,web
6989,3533,74.62,web
6990,2281,112.87,pos
6991,3378,196.6,web
6992,1865,124.76,app
6993,37,69.09,app
6994,3757,100.79,app
6995,2661,5.39,web
6996,2200,117.43,app
6997,1766,91.58,web
6998,1865,17.3,pos
6999,887,68.96,pos
7000,1893,105.01,web
7001,3473,27.38,web
7002,1092,203.36,app
7003,854,104.82,pos
7004,3854,110.68,app
7005,3470,92.68,pos
7006,2638,167.77,pos
7007,2400,26.88,app
7008,2829,157.15,pos
7009,1030,51.97,web
7010,2506,59.85,pos
7011,1714,60.0,app
7012,678,204.51,pos
7013,499,211.2,web
7014,2749,46.74,app
7015,2110,104.0,app
7016,820,104.39,web
7017,377,104.51,pos
7018,551,61.91,app
7019,2212,93.79,web
7020,1774,48.42,web
7021,3767,57.56,app
7022,2047,95.83,pos
7023,3803,89.68,app
7024,2169,83.29,web
7025,2256,50.52,web
7026,3750,55.76,app
7027,205,66.71,pos
7028,1397,54.4,web
7029,674,70.61,pos
7030,2894,22.32,web
7031,2294,30.55,pos
7032,1254,165.08,app
7033,1693,16.06,web
7034,3143,59.83,app
7035,1337,21.43,app
7036,2555,117.15,web
7037,2751,75.62,web
7038,1754,16.38,web
7039,2951,104.38,app
7040,1637,126.72,app
7041,2799,81.82,web
7042,1817,366.7,pos
7043,1708,145.92,app
7044,2253,70.24,web
7045,822,50.17,web
7046,3317,34.82,web
7047,3576,63.36,web
7048,890,117.88,web
7049,1166,38.68,web
7050,1245,132.65,web
7051,3392,52.45,pos
7052,2926,51.99,web
7053,2082,6.92,app
7054,1571,53.19,web
7055,3259,27.27,web
7056,2559,37.64,app
7057,115,120.05,web
7058,3936,173.52,app
7059,553,221.04,web
7060,2070,40.68,web
7061,2867,137.61,app
7062,3420,87.17,web
7063,473,107.86,app
7064,85,29.08,pos
7065,3335,102.41,web
7066,2608,86.74,web
7067,368,105.04,web
7068,2605,88.46,web
7069,3246,124.5,web
7070,2143,58.44,app
7071,1868,161.95,app
7072,326,37.01,web
7073,1371,123.87,web
7074,993,35.44,web
7075,1109,149.03,pos
7076,2387,185.1,web
7077,564,63.09,web
7078,139,38.4,web
7079,3343,39.86,app
7080,2057,179.24,app
7081,2923,256.54,pos
7082,2220,111.84,app
7083,1226,95.98,web
7084,3953,75.51,pos
7085,2929,98.86,web
7086,3887,113.16,app
7087,1671,113.03,web
7088,2330,63.04,app
7089,87,169.66,pos
7090,3639,125.89,web
7091,1445,97.3,web
7092,2460,123.43,web
7093,61,215.68,pos
7094,2278,129.7,web
7095,2506,189.92,app
7096,1550,10.48,web
7097,1426,114.88,web
7098,3096,34.65,pos
7099,3619,332.49,web
7100,644,5.77,web
7101,3726,60.56,app
7102,741,47.58,web
7103,2085,9.87,web
7104,2609,323.3,web
7105,3429,29.54,pos
7106,2980,20.62,app
7107,3886,42.56,web
7108,340,90.01,web
7109,3375,207.19,pos
7110,3969,122.86,web
7111,141,275.81,pos
7112,3173,134.47,web
7113,10,83.6,pos
7114,870,29.37,app
7115,1448,43.1,web
7116,3054,72.77,pos
7117,2360,122.03,app
7118,633,113.14,app
7119,1999,62.99,app
7120,3126,44.58,web
7121,964,77.28,app
7122,1174,122.25,app
7123,3474,143.81,pos
7124,794,61.6,pos
7125,1283,49.65,web
7126,1494,71.78,app
7127,2489,65.01,app
7128,2333,160.41,web
